,loss
196,0.2933139566503748
197,0.2926134068276927
198,0.29191759997604066
199,0.29122648453377414
200,0.2905400097088316
201,0.2898581254641996
202,0.28918078250370594
203,0.2885079322581387
204,0.2878395268716752
205,0.28717551918861906
206,0.2865158627404318
207,0.2858605117330555
208,0.28520942103451774
209,0.28456254616281
210,0.2839198432740334
211,0.2832812691508065
212,0.28264678119092573
213,0.2820163373962737
214,0.2813898963619693
215,0.2807674172657507
216,0.28014885985759125
217,0.27953418444953315
218,0.27892335190574535
219,0.27831632363278824
220,0.27771306157008824
221,0.27711352818061336
222,0.2765176864417457
223,0.27592549983634596
224,0.2753369323440057
225,0.2747519484324809
226,0.2741705130493053
227,0.27359259161357724
228,0.27301815000791607
229,0.2724471545705828
230,0.27187957208776536
231,0.2713153697860199
232,0.27075451532486416
233,0.2701969767895255
234,0.26964272268383166
235,0.26909172192324726
236,0.26854394382804947
237,0.2679993581166395
238,0.2674579348989886
239,0.26691964467021445
240,0.26638445830428387
241,0.2658523470478404
242,0.26532328251415427
243,0.2647972366771889
244,0.26427418186578544
245,0.26375409075795925
246,0.2632369363753087
247,0.26272269207752924
248,0.26221133155703763
249,0.26170282883369483
250,0.2611971582496333
251,0.2606942944641812
252,0.26019421244888563
253,0.25969688748262637
254,0.2592022951468262
255,0.25871041132074785
256,0.25822121217688215
257,0.25773467417642093
258,0.2572507740648149
259,0.25676948886741385
260,0.256290795885188
261,0.25581467269052904
262,0.2553410971231265
263,0.2548700472859222
264,0.25440150154113833
265,0.2539354385063752
266,0.2534718370507841
267,0.25301067629130813
268,0.25255193558898836
269,0.25209559454534064
270,0.2516416329987943
271,0.25119003102119675
272,0.2507407689143797
273,0.2502938272067856
274,0.2498491866501548
275,0.24940682821627239
276,0.24896673309377007
277,0.24852888268498555
278,0.2480932586028776
279,0.24765984266799357
280,0.24722861690549072
281,0.2467995635422087
282,0.24637266500379282
283,0.24594790391186833
284,0.24552526308126077
285,0.2451047255172658
286,0.2446862744129656
287,0.2442698931465905
288,0.24385556527892596
289,0.24344327455076228
290,0.24303300488039042
291,0.24262474036113596
292,0.24221846525893787
293,0.2418141640099659
294,0.2414118212182787
295,0.24101142165352032
296,0.2406129502486562
297,0.2402163920977445
298,0.23982173245374686
299,0.23942895672637232
300,0.2390380504799598
301,0.23864899943139248
302,0.2382617894480476
303,0.23787640654578002
304,0.23749283688693698
305,0.2371110667784062
306,0.2367310826696961
307,0.23635287115104425
308,0.23597641895155977
309,0.23560171293739227
310,0.23522874010993178
311,0.23485748760403757
312,0.2344879426862932
313,0.2341200927532915
314,0.2337539253299451
315,0.23338942806782384
316,0.23302658874351825
317,0.23266539525703017
318,0.23230583563018484
319,0.2319478980050718
320,0.2315915706425078
321,0.2312368419205235
322,0.23088370033287442
323,0.23053213448757406
324,0.2301821331054494
325,0.2298336850187203
326,0.2294867791695979
327,0.22914140460890586
328,0.22879755049472317
329,0.22845520609104675
330,0.22811436076647298
331,0.22777500399290196
332,0.22743712534425872
333,0.22710071449523514
334,0.22676576122004935
335,0.22643225539122575
336,0.22610018697838985
337,0.22576954604708477
338,0.2254403227576029
339,0.22511250736383476
340,0.22478609021213544
341,0.2244610617402093
342,0.22413741247600688
343,0.2238151330366419
344,0.22349421412732254
345,0.2231746465402976
346,0.22285642115381862
347,0.22253952893111775
348,0.2222239609193981
349,0.22190970824884196
350,0.2215967621316301
351,0.22128511386097607
352,0.22097475481017598
353,0.2206656764316694
354,0.22035787025611467
355,0.22005132789147747
356,0.2197460410221322
357,0.219442001407976
358,0.219139200883554
359,0.21883763135719975
360,0.218537284810185
361,0.21823815329588173
362,0.21794022893893694
363,0.21764350393445897
364,0.21734797054721278
365,0.2170536211108299
366,0.2167604480270259
367,0.2164684437648312
368,0.21617760085983087
369,0.21588791191341508
370,0.2155993695920408
371,0.21531196662650204
372,0.2150256958112111
373,0.2147405500034894
374,0.2144565221228675
375,0.21417360515039524
376,0.21389179212795922
377,0.21361107615761346
378,0.21333145040091406
379,0.21305290807826707
380,0.2127754424682819
381,0.21249904690713559
382,0.21222371478794366
383,0.21194943956014128
384,0.21167621472887066
385,0.21140403385437714
386,0.21113289055141507
387,0.21086277848865784
388,0.2105936913881185
389,0.21032562302457838
390,0.2100585672250198
391,0.20979251786806927
392,0.20952746888344656
393,0.2092634142514224
394,0.20900034800227996
395,0.20873826421578712
396,0.20847715702067246
397,0.20821702059411024
398,0.2079578491612101
399,0.20769963699451433
400,0.20744237841350197
401,0.20718606778409757
402,0.20693069951818813
403,0.20667626807314407
404,0.20642276795134876
405,0.2061701936997314
406,0.20591853990930722
407,0.20566780121472397
408,0.2054179722938122
409,0.20516904786714324
410,0.2049210226975905
411,0.20467389158989857
412,0.20442764939025596
413,0.2041822909858738
414,0.20393781130456917
415,0.20369420531435486
416,0.2034514680230328
417,0.20320959447779235
418,0.20296857976481575
419,0.2027284190088852
420,0.20248910737299708
421,0.2022506400579803
422,0.20201301230211816
423,0.20177621938077703
424,0.20154025660603664
425,0.20130511932632733
426,0.20107080292607127
427,0.20083730282532558
428,0.20060461447943345
429,0.2003727333786765
430,0.20014165504793238
431,0.19991137504633685
432,0.19968188896694944
433,0.1994531924364222
434,0.19922528111467397
435,0.19899815069456755
436,0.19877179690159108
437,0.19854621549354246
438,0.19832140226021866
439,0.19809735302310688
440,0.1978740636350817
441,0.19765152998010319
442,0.19742974797292126
443,0.1972087135587804
444,0.19698842271313075
445,0.19676887144134
446,0.1965500557784108
447,0.19633197178870032
448,0.19611461556564194
449,0.1958979832314732
450,0.19568207093696352
451,0.19546687486114675
452,0.1952523912110573
453,0.19503861622146773
454,0.19482554615463016
455,0.19461317730002034
456,0.19440150597408584
457,0.19419052851999435
458,0.19398024130738817
459,0.19377064073213887
460,0.19356172321610543
461,0.19335348520689588
462,0.19314592317763066
463,0.19293903362670933
464,0.1927328130775784
465,0.19252725807850468
466,0.19232236520234758
467,0.19211813104633674
468,0.19191455223184944
469,0.19171162540419495
470,0.19150934723239524
471,0.1913077144089735
472,0.19110672364974118
473,0.19090637169358918
474,0.19070665530228162
475,0.19050757126025095
476,0.19030911637439488
477,0.1901112874738773
478,0.1899140814099294
479,0.18971749505565416
480,0.18952152530583236
481,0.18932616907673125
482,0.18913142330591487
483,0.18893728495205586
484,0.18874375099475044
485,0.18855081843433488
486,0.1883584842917033
487,0.18816674560812904
488,0.18797559944508507
489,0.18778504288406989
490,0.18759507302643263
491,0.18740568699320018
492,0.18721688192490896
493,0.18702865498143295
494,0.18684100334182044
495,0.18665392420412635
496,0.18646741478525
497,0.18628147232077297
498,0.18609609406479993
499,0.1859112772897995
500,0.18572701928644722
501,0.185543317363472
502,0.18536016884750145
503,0.18517757108291055
504,0.18499552143167047
505,0.18481401727320218
506,0.184633056004226
507,0.18445263503861792
508,0.18427275180726568
509,0.18409340375792424
510,0.18391458835507668
511,0.1837363030797923
512,0.18355854542959005
513,0.18338131291829976
514,0.18320460307592787
515,0.18302841344852236
516,0.18285274159804038
517,0.18267758510221624
518,0.18250294155443092
519,0.18232880856358463
520,0.182155183753967
521,0.1819820647651325
522,0.18180944925177403
523,0.1816373348835999
524,0.181465719345211
525,0.18129460033597897
526,0.18112397556992674
527,0.18095384277560847
528,0.18078419969599283
529,0.1806150440883456
530,0.1804463737241142
531,0.18027818638881332
532,0.18011047988191203
533,0.17994325201672062
534,0.17977650062028086
535,0.1796102235332549
536,0.17944441860981686
537,0.17927908371754456
538,0.17911421673731365
539,0.1789498155631902
540,0.17878587810232785
541,0.1786224022748624
542,0.17845938601380995
543,0.17829682726496515
544,0.17813472398679972
545,0.17797307415036345
546,0.17781187573918505
547,0.17765112674917385
548,0.17749082518852327
549,0.17733096907761464
550,0.17717155644892205
551,0.17701258534691805
552,0.17685405382798003
553,0.17669595996029827
554,0.17653830182378444
555,0.1763810775099796
556,0.17622428512196597
557,0.1760679227742772
558,0.17591198859280976
559,0.1757564807147359
560,0.1756013972884172
561,0.17544673647331924
562,0.17529249643992498
563,0.17513867536965327
564,0.1749852714547723
565,0.17483228289831995
566,0.17467970791402007
567,0.17452754472620205
568,0.17437579156972005
569,0.17422444668987422
570,0.17407350834233132
571,0.17392297479304594
572,0.17377284431818474
573,0.1736231152040475
574,0.17347378574699363
575,0.17332485425336444
576,0.17317631903940994
577,0.17302817843121465
578,0.17288043076462403
579,0.172733074385172
580,0.17258610764800922
581,0.1724395289178311
582,0.17229333656880763
583,0.17214752898451366
584,0.17200210455785836
585,0.17185706169101742
586,0.1717123987953649
587,0.17156811429140534
588,0.17142420660870653
589,0.17128067418583312
590,0.1711375154702818
591,0.17099472891841508
592,0.1708523129953975
593,0.17071026617513052
594,0.17056858694019036
595,0.17042727378176403
596,0.1702863251995873
597,0.17014573970188301
598,0.17000551580530016
599,0.16986565203485227
600,0.16972614692385787
601,0.1695869990138806
602,0.1694482068546705
603,0.1693097690041043
604,0.1691716840281287
605,0.16903395050070155
606,0.16889656700373545
607,0.16875953212704098
608,0.16862284446827036
609,0.16848650263286197
610,0.1683505052339854
611,0.1682148508924863
612,0.1680795382368321
613,0.16794456590305942
614,0.1678099325347191
615,0.1676756367828245
616,0.16754167730579897
617,0.16740805276942308
618,0.16727476184678444
619,0.16714180321822578
620,0.1670091755712942
621,0.16687687760069198
622,0.16674490800822536
623,0.16661326550275657
624,0.16648194880015388
625,0.16635095662324387
626,0.16622028770176248
627,0.16608994077230815
628,0.165959914578294
629,0.16583020786990127
630,0.16570081940403225
631,0.16557174794426455
632,0.1654429922608056
633,0.16531455113044635
634,0.16518642333651792
635,0.16505860766884523
636,0.16493110292370347
637,0.16480390790377505
638,0.16467702141810436
639,0.16455044228205656
640,0.1644241693172729
641,0.16429820135162979
642,0.1641725372191956
643,0.1640471757601901
644,0.16392211582094154
645,0.16379735625384742
646,0.16367289591733175
647,0.16354873367580638
648,0.1634248683996294
649,0.16330129896506704
650,0.16317802425425287
651,0.1630550431551498
652,0.16293235456150978
653,0.16280995737283696
654,0.16268785049434908
655,0.16256603283693874
656,0.16244450331713683
657,0.16232326085707466
658,0.1622023043844478
659,0.16208163283247864
660,0.16196124513988053
661,0.16184114025082116
662,0.16172131711488738
663,0.16160177468704942
664,0.16148251192762567
665,0.16136352780224814
666,0.16124482128182702
667,0.1611263913425171
668,0.16100823696568303
669,0.16089035713786604
670,0.16077275085075007
671,0.1606554171011285
672,0.1605383548908709
673,0.16042156322689083
674,0.16030504112111282
675,0.16018878759043995
676,0.16007280165672275
677,0.15995708234672615
678,0.15984162869209922
679,0.1597264397293428
680,0.15961151449977914
681,0.15949685204952085
682,0.15938245142944088
683,0.15926831169514127
684,0.15915443190692383
685,0.15904081112976018
686,0.15892744843326168
687,0.15881434289165014
688,0.15870149358372979
689,0.1585888995928567
690,0.1584765600069111
691,0.15836447391826852
692,0.15825264042377155
693,0.15814105862470182
694,0.15802972762675255
695,0.15791864653999993
696,0.15780781447887687
697,0.15769723056214482
698,0.1575868939128671
699,0.15747680365838293
700,0.15736695893027908
701,0.15725735886436512
702,0.15714800260064624
703,0.157038889283298
704,0.1569300180606397
705,0.15682138808510926
706,0.1567129985132379
707,0.15660484850562456
708,0.15649693722691124
709,0.15638926384575752
710,0.15628182753481693
711,0.15617462747071167
712,0.15606766283400814
713,0.1559609328091939
714,0.15585443658465212
715,0.15574817335263968
716,0.1556421423092623
717,0.15553634265445113
718,0.15543077359194019
719,0.1553254343292429
720,0.1552203240776296
721,0.15511544205210362
722,0.15501078747138053
723,0.15490635955786444
724,0.15480215753762597
725,0.15469818064038093
726,0.15459442809946697
727,0.15449089915182349
728,0.15438759303796898
729,0.1542845090019798
730,0.15418164629146916
731,0.15407900415756584
732,0.15397658185489324
733,0.1538743786415486
734,0.15377239377908172
735,0.15367062653247635
736,0.15356907617012724
737,0.1534677419638217
738,0.1533666231887191
739,0.15326571912333056
740,0.15316502904950002
741,0.15306455225238347
742,0.1529642880204304
743,0.15286423564536383
744,0.15276439442216194
745,0.15266476364903744
746,0.15256534262742025
747,0.15246613066193787
748,0.1523671270603966
749,0.1522683311337635
750,0.15216974219614782
751,0.15207135956478188
752,0.1519731825600049
753,0.15187521050524214
754,0.1517774427269898
755,0.15167987855479545
756,0.15158251732124137
757,0.1514853583619261
758,0.1513884010154476
759,0.15129164462338632
760,0.1511950885302872
761,0.15109873208364344
762,0.15100257463387878
763,0.1509066155343315
764,0.15081085414123743
765,0.15071528981371274
766,0.15061992191373869
767,0.1505247498061441
768,0.15042977285859027
769,0.15033499044155402
770,0.15024040192831184
771,0.15014600669492448
772,0.1500518041202203
773,0.1499577935857806
774,0.14986397447592306
775,0.14977034617768736
776,0.1496769080808188
777,0.14958365957775363
778,0.14949060006360415
779,0.14939772893614287
780,0.1493050455957879
781,0.14921254944558865
782,0.14912023989121062
783,0.14902811634092075
784,0.14893617820557292
785,0.1488444248985938
786,0.1487528558359678
787,0.14866147043622366
788,0.14857026812042
789,0.14847924831213152
790,0.14838841043743414
791,0.148297753924892
792,0.1482072782055437
793,0.14811698271288812
794,0.1480268668828713
795,0.14793693015387305
796,0.14784717196669234
797,0.14775759176453612
798,0.14766818899300405
799,0.14757896310007662
800,0.14748991353610152
801,0.1474010397537811
802,0.14731234120815925
803,0.1472238173566083
804,0.1471354676588171
805,0.147047291576778
806,0.14695928857477403
807,0.14687145811936653
808,0.14678379967938363
809,0.14669631272590683
810,0.14660899673225902
811,0.14652185117399363
812,0.1464348755288803
813,0.146348069276895
814,0.14626143190020735
815,0.14617496288316834
816,0.1460886617122989
817,0.1460025278762795
818,0.14591656086593627
819,0.1458307601742313
820,0.14574512529625022
821,0.14565965572919184
822,0.1455743509723556
823,0.14548921052713157
824,0.14540423389698856
825,0.14531942058746292
826,0.1452347701061486
827,0.14515028196268523
828,0.14506595566874733
829,0.14498179073803413
830,0.1448977866862584
831,0.14481394303113587
832,0.1447302592923747
833,0.14464673499166522
834,0.14456336965266897
835,0.14448016280100887
836,0.14439711396425847
837,0.1443142226719321
838,0.14423148845547445
839,0.14414891084825043
840,0.14406648938553523
841,0.14398422360450466
842,0.14390211304422454
843,0.14382015724564118
844,0.14373835575157212
845,0.14365670810669556
846,0.14357521385754093
847,0.14349387255247964
848,0.14341268374171512
849,0.1433316469772736
850,0.14325076181299484
851,0.14317002780452232
852,0.14308944450929373
853,0.1430090114865329
854,0.14292872829723913
855,0.1428485945041793
856,0.14276860967187827
857,0.14268877336660912
858,0.1426090851563857
859,0.14252954461095269
860,0.14245015130177702
861,0.1423709048020389
862,0.14229180468662328
863,0.14221285053211163
864,0.14213404191677184
865,0.14205537842055152
866,0.14197685962506792
867,0.14189848511360015
868,0.1418202544710812
869,0.1417421672840885
870,0.14166422314083635
871,0.14158642163116764
872,0.1415087623465448
873,0.14143124488004358
874,0.14135386882634238
875,0.14127663378171573
876,0.14119953934402665
877,0.14112258511271722
878,0.14104577068880209
879,0.14096909567485927
880,0.1408925596750238
881,0.14081616229497892
882,0.14073990314194829
883,0.1406637818246889
884,0.14058779795348322
885,0.14051195114013174
886,0.14043624099794458
887,0.14036066714173545
888,0.14028522918781283
889,0.14020992675397365
890,0.14013475945949475
891,0.14005972692512675
892,0.13998482877308635
893,0.1399100646270487
894,0.13983543411214044
895,0.13976093685493302
896,0.13968657248343502
897,0.13961234062708508
898,0.1395382409167456
899,0.13946427298469458
900,0.13939043646462015
901,0.13931673099161232
902,0.1392431562021569
903,0.13916971173412826
904,0.13909639722678324
905,0.13902321232075351
906,0.13895015665803995
907,0.13887722988200465
908,0.13880443163736564
909,0.13873176157018924
910,0.13865921932788466
911,0.13858680455919598
912,0.13851451691419722
913,0.13844235604428554
914,0.1383703216021736
915,0.13829841324188485
916,0.13822663061874657
917,0.13815497338938357
918,0.13808344121171198
919,0.13801203374493295
920,0.1379407506495267
921,0.13786959158724657
922,0.13779855622111203
923,0.13772764421540395
924,0.13765685523565777
925,0.13758618894865715
926,0.137515645022429
927,0.13744522312623714
928,0.13737492293057585
929,0.13730474410716514
930,0.13723468632894403
931,0.1371647492700653
932,0.13709493260588904
933,0.13702523601297792
934,0.13695565916909097
935,0.1368862017531778
936,0.13681686344537305
937,0.13674764392699137
938,0.13667854288052103
939,0.136609559989619
940,0.13654069493910528
941,0.13647194741495702
942,0.13640331710430434
943,0.13633480369542306
944,0.13626640687773126
945,0.13619812634178285
946,0.13612996177926232
947,0.13606191288297936
948,0.1359939793468644
949,0.13592616086596285
950,0.1358584571364297
951,0.13579086785552474
952,0.13572339272160736
953,0.13565603143413119
954,0.13558878369363994
955,0.13552164920176085
956,0.13545462766120098
957,0.13538771877574163
958,0.13532092225023357
959,0.13525423779059204
960,0.13518766510379157
961,0.1351212038978623
962,0.1350548538818833
963,0.13498861476597948
964,0.1349224862613152
965,0.13485646808009102
966,0.13479055993553787
967,0.13472476154191307
968,0.13465907261449522
969,0.1345934928695794
970,0.13452802202447323
971,0.13446265979749134
972,0.1343974059079517
973,0.13433226007617038
974,0.13426722202345734
975,0.13420229147211163
976,0.13413746814541805
977,0.1340727517676404
978,0.13400814206401945
979,0.13394363876076731
980,0.13387924158506292
981,0.1338149502650485
982,0.13375076452982415
983,0.13368668410944487
984,0.13362270873491502
985,0.13355883813818475
986,0.13349507205214528
987,0.13343141021062555
988,0.13336785234838688
989,0.1333043982011197
990,0.13324104750543928
991,0.13317779999888063
992,0.1331146554198962
993,0.13305161350784986
994,0.13298867400301426
995,0.13292583664656613
996,0.13286310118058245
997,0.13280046734803633
998,0.13273793489279312
999,0.13267550355960672
1000,0.1326131730941151
1001,0.13255094324283673
1002,0.13248881375316676
1003,0.1324267843733733
1004,0.13236485485259247
1005,0.13230302494082613
1006,0.1322412943889374
1007,0.13217966294864666
1008,0.13211813037252773
1009,0.13205669641400455
1010,0.13199536082734753
1011,0.13193412336766916
1012,0.13187298379092094
1013,0.13181194185388967
1014,0.13175099731419326
1015,0.13169014993027808
1016,0.1316293994614143
1017,0.1315687456676927
1018,0.1315081883100218
1019,0.13144772715012296
1020,0.131387361950528
1021,0.1313270924745754
1022,0.13126691848640631
1023,0.13120683975096148
1024,0.1311468560339779
1025,0.13108696710198503
1026,0.1310271727223021
1027,0.13096747266303344
1028,0.130907866693066
1029,0.13084835458206662
1030,0.13078893610047665
1031,0.13072961101951056
1032,0.13067037911115195
1033,0.13061124014814984
1034,0.1305521939040158
1035,0.13049324015302102
1036,0.13043437867019253
1037,0.13037560923130975
1038,0.13031693161290211
1039,0.13025834559224525
1040,0.13019985094735798
1041,0.13014144745699877
1042,0.13008313490066387
1043,0.13002491305858235
1044,0.1299667817117142
1045,0.12990874064174726
1046,0.12985078963109317
1047,0.12979292846288573
1048,0.12973515692097642
1049,0.1296774747899322
1050,0.1296198818550325
1051,0.12956237790226577
1052,0.1295049627183269
1053,0.12944763609061377
1054,0.12939039780722542
1055,0.12933324765695733
1056,0.12927618542929986
1057,0.12921921091443517
1058,0.1291623239032337
1059,0.129105524187252
1060,0.12904881155872905
1061,0.12899218581058464
1062,0.12893564673641522
1063,0.12887919413049181
1064,0.12882282778775694
1065,0.1287665475038219
1066,0.12871035307496442
1067,0.12865424429812478
1068,0.12859822097090434
1069,0.12854228289156208
1070,0.12848642985901157
1071,0.1284306616728193
1072,0.12837497813320095
1073,0.12831937904101928
1074,0.12826386419778146
1075,0.12820843340563604
1076,0.12815308646737028
1077,0.12809782318640842
1078,0.12804264336680793
1079,0.12798754681325736
1080,0.1279325333310741
1081,0.12787760272620108
1082,0.12782275480520477
1083,0.1277679893752726
1084,0.12771330624420976
1085,0.12765870522043768
1086,0.12760418611299104
1087,0.12754974873151478
1088,0.12749539288626233
1089,0.12744111838809294
1090,0.12738692504846896
1091,0.12733281267945373
1092,0.12727878109370866
1093,0.12722483010449173
1094,0.1271709595256538
1095,0.12711716917163726
1096,0.1270634588574729
1097,0.12700982839877817
1098,0.12695627761175463
1099,0.12690280631318468
1100,0.12684941432043123
1101,0.12679610145143286
1102,0.12674286752470365
1103,0.12668971235932988
1104,0.12663663577496712
1105,0.12658363759183966
1106,0.1265307176307364
1107,0.1264778757130099
1108,0.12642511166057335
1109,0.12637242529589884
1110,0.1263198164420148
1111,0.12626728492250364
1112,0.1262148305614998
1113,0.12616245318368807
1114,0.1261101526143002
1115,0.1260579286791136
1116,0.12600578120444883
1117,0.12595371001716768
1118,0.1259017149446708
1119,0.12584979581489544
1120,0.1257979524563137
1121,0.1257461846979303
1122,0.12569449236928043
1123,0.12564287530042717
1124,0.12559133332196054
1125,0.12553986626499414
1126,0.12548847396116394
1127,0.125437156242626
1128,0.1253859129420542
1129,0.12533474389263843
1130,0.12528364892808277
1131,0.1252326278826027
1132,0.12518168059092416
1133,0.12513080688828065
1134,0.12508000661041127
1135,0.12502927959356003
1136,0.12497862567447203
1137,0.12492804469039255
1138,0.12487753647906519
1139,0.12482710087872921
1140,0.12477673772811848
1141,0.12472644686645902
1142,0.1246762281334667
1143,0.12462608136934633
1144,0.12457600641478934
1145,0.12452600311097108
1146,0.12447607129955059
1147,0.1244262108226667
1148,0.12437642152293858
1149,0.12432670324346123
1150,0.1242770558278059
1151,0.12422747912001689
1152,0.12417797296461044
1153,0.12412853720657226
1154,0.1240791716913561
1155,0.12402987626488267
1156,0.12398065077353591
1157,0.12393149506416344
1158,0.12388240898407349
1159,0.12383339238103282
1160,0.12378444510326639
1161,0.123735566999454
1162,0.12368675791872964
1163,0.1236380177106796
1164,0.12358934622534025
1165,0.12354074331319652
1166,0.12349220882518078
1167,0.12344374261267008
1168,0.12339534452748549
1169,0.12334701442188958
1170,0.1232987521485853
1171,0.12325055756071397
1172,0.1232024305118542
1173,0.12315437085601912
1174,0.12310637844765551
1175,0.12305845314164288
1176,0.12301059479328977
1177,0.1229628032583343
1178,0.12291507839294123
1179,0.12286742005370072
1180,0.12281982809762665
1181,0.12277230238215554
1182,0.12272484276514373
1183,0.12267744910486764
1184,0.12263012126002008
1185,0.12258285908971071
1186,0.12253566245346276
1187,0.12248853121121263
1188,0.12244146522330798
1189,0.12239446435050585
1190,0.12234752845397157
1191,0.12230065739527722
1192,0.1222538510364001
1193,0.12220710923972078
1194,0.1221604318680221
1195,0.12211381878448746
1196,0.12206726985269942
1197,0.12202078493663832
1198,0.12197436390068005
1199,0.12192800660959582
1200,0.12188171292854995
1201,0.12183548272309815
1202,0.12178931585918652
1203,0.12174321220315051
1204,0.12169717162171252
1205,0.12165119398198083
1206,0.12160527915144866
1207,0.12155942699799219
1208,0.12151363738986945
1209,0.12146791019571834
1210,0.12142224528455664
1211,0.12137664252577839
1212,0.12133110178915477
1213,0.12128562294483117
1214,0.12124020586332694
1215,0.12119485041553282
1216,0.1211495564727106
1217,0.12110432390649122
1218,0.12105915258887345
1219,0.12101404239222273
1220,0.12096899318927026
1221,0.12092400485311036
1222,0.12087907725720044
1223,0.120834210275359
1224,0.1207894037817648
1225,0.1207446576509547
1226,0.12069997175782399
1227,0.12065534597762265
1228,0.12061078018595628
1229,0.1205662742587837
1230,0.12052182807241599
1231,0.12047744150351529
1232,0.12043311442909325
1233,0.12038884672650974
1234,0.12034463827347203
1235,0.1203004889480332
1236,0.1202563986285909
1237,0.12021236719388625
1238,0.1201683945230025
1239,0.12012448049536392
1240,0.1200806249907341
1241,0.12003682788921555
1242,0.11999308907124795
1243,0.11994940841760707
1244,0.11990578580940295
1245,0.11986222112808001
1246,0.1198187142554151
1247,0.11977526507351587
1248,0.11973187346482028
1249,0.11968853931209521
1250,0.11964526249843539
1251,0.11960204290726195
